"DIRECTORIO";"HOGAR_NUMERO";"PERSONA_NUMERO";"REGION";"sexo";"estrato";"no_identifica_x_escándalos_corrupcion";"conteo_transparente_colombia"
1251593;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251593;1;2;"Central";"Hombre";"Estrato 2";NA;NA
1251593;1;3;"Central";"Hombre";"Estrato 2";"No";NA
1251594;1;1;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1251596;1;1;"Central";"Mujer";"Estrato 2";"No";"Sí"
1251596;1;2;"Central";"Hombre";"Estrato 2";"No";NA
1251596;1;3;"Central";"Hombre";"Estrato 2";"No";NA
1251596;1;4;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251597;1;1;"Central";"Hombre";"Estrato 5";"No";NA
1251597;1;2;"Central";"Mujer";"Estrato 5";"Sí";NA
1251597;1;3;"Central";"Hombre";"Estrato 5";"Sí";"Sí"
1251598;1;1;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1251599;1;1;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1251600;1;1;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1251600;1;2;"Central";"Hombre";"Estrato 1";"Sí";"No"
1251601;1;1;"Central";"Hombre";"Estrato 1";"Sí";"No"
1251602;1;1;"Central";"Hombre";"Estrato 1";"No";"No"
1251604;1;1;"Central";"Mujer";"Estrato 2";"No";"Sí"
1251604;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251605;1;1;"Central";"Mujer";"Estrato 3";"Sí";NA
1251605;1;2;"Central";"Hombre";"Estrato 3";"Sí";NA
1251606;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251607;1;1;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1251607;1;2;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251607;1;3;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251608;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251609;1;1;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1251609;1;2;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251609;1;3;"Central";"Mujer";"Estrato 3";"No";"No"
1251610;1;1;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251610;1;2;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251610;1;3;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251610;1;4;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1251610;1;5;"Central";"Mujer";"Estrato 3";"No";"No"
1251610;1;6;"Central";"Hombre";"Estrato 3";"No";"Sí"
1251612;1;1;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251612;1;2;"Central";"Hombre";"Estrato 3";"No";"Sí"
1251612;1;3;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251614;1;1;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251615;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251615;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251616;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251617;1;1;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1251617;1;2;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251618;1;1;"Central";"Mujer";"Estrato 5";"Sí";"No"
1251618;1;2;"Central";"Hombre";"Estrato 5";"Sí";"No"
1251618;1;3;"Central";"Hombre";"Estrato 5";"Sí";"No"
1251619;1;1;"Central";"Mujer";"Estrato 5";"Sí";"No"
1251620;1;1;"Central";"Mujer";"Estrato 5";"Sí";"No"
1251621;1;1;"Central";"Mujer";"Estrato 5";"Sí";"No"
1251621;1;2;"Central";"Mujer";"Estrato 5";"Sí";"No"
1251621;1;3;"Central";"Hombre";"Estrato 5";"Sí";"No"
1251621;1;4;"Central";"Hombre";"Estrato 5";"Sí";"No"
1251622;1;1;"Central";"Mujer";"Estrato 5";"Sí";"Sí"
1251622;1;2;"Central";"Mujer";"Estrato 5";"Sí";NA
1251622;1;3;"Central";"Mujer";"Estrato 5";"Sí";"Sí"
1251623;1;1;"Central";"Mujer";"Estrato 5";"Sí";"No"
1251623;1;2;"Central";"Hombre";"Estrato 5";"Sí";"No"
1251624;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251624;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251625;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251625;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251626;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1251626;1;2;"Central";"Hombre";"Estrato 1";"Sí";"No"
1251627;1;1;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1251627;1;2;"Central";"Hombre";"Estrato 1";"Sí";"Sí"
1251628;1;1;"Central";"Mujer";"Estrato 5";"Sí";"No"
1251629;1;1;"Central";"Mujer";"Estrato 5";"Sí";"No"
1251630;1;1;"Central";"Mujer";"Estrato 5";"Sí";"No"
1251631;1;1;"Central";"Mujer";"Estrato 5";"Sí";"No"
1251631;1;2;"Central";"Hombre";"Estrato 5";"Sí";"No"
1251632;1;1;"Central";"Mujer";"Estrato 5";"No";"No"
1251632;1;2;"Central";"Hombre";"Estrato 5";"No";"No"
1251632;1;3;"Central";"Hombre";"Estrato 5";"No";"No"
1251633;1;1;"Central";"Hombre";"Estrato 5";"No";"Sí"
1251633;1;2;"Central";"Mujer";"Estrato 5";"No";"Sí"
1251634;1;1;"Central";"Hombre";"Estrato 5";"No";"Sí"
1251634;1;2;"Central";"Mujer";"Estrato 5";"No";"Sí"
1251635;1;1;"Central";"Mujer";"Estrato 5";NA;"Sí"
1251635;1;2;"Central";"Mujer";"Estrato 5";NA;NA
1251636;1;1;"Central";"Hombre";"Estrato 5";"No";NA
1251637;1;1;"Central";"Hombre";"Estrato 5";NA;"Sí"
1251637;1;2;"Central";"Mujer";"Estrato 5";"No";"Sí"
1251637;1;3;"Central";"Hombre";"Estrato 5";"Sí";"No"
1251637;1;4;"Central";"Mujer";"Estrato 5";"Sí";NA
1251638;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251638;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251638;1;3;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251639;1;1;"Central";"Hombre";"Estrato 3";NA;"No"
1251639;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251640;1;1;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251640;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251641;1;1;"Central";"Mujer";"Estrato 3";"No";"Sí"
1251641;1;2;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1251641;1;3;"Central";"Mujer";"Estrato 3";"No";"Sí"
1251642;1;1;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251642;1;2;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251643;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251643;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251644;1;1;"Central";"Mujer";"Estrato 3";"No";"Sí"
1251645;1;1;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1251645;1;2;"Central";"Mujer";"Estrato 3";"No";NA
1251645;1;3;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251645;1;4;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251645;1;5;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251646;1;1;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251646;1;2;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251647;1;1;"Central";"Hombre";"Estrato 3";NA;"Sí"
1251647;1;2;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251648;1;1;"Central";"Mujer";"Estrato 3";"Sí";NA
1251648;1;2;"Central";"Mujer";"Estrato 3";"No";"No"
1251649;1;1;"Central";"Hombre";"Estrato 3";"No";NA
1251649;1;2;"Central";"Mujer";"Estrato 3";"Sí";NA
1251649;1;3;"Central";"Mujer";"Estrato 3";"No";NA
1251650;1;1;"Central";"Hombre";"Estrato 3";NA;"Sí"
1251650;1;2;"Central";"Mujer";"Estrato 3";"No";"Sí"
1251651;1;1;"Central";"Mujer";"Estrato 3";"No";NA
1251652;1;1;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251652;1;2;"Central";"Hombre";"Estrato 2";"No";"No"
1251652;1;3;"Central";"Mujer";"Estrato 2";"No";"Sí"
1251653;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251653;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251653;1;3;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251654;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251654;1;2;"Central";"Mujer";"Estrato 2";NA;"Sí"
1251654;1;3;"Central";"Hombre";"Estrato 2";NA;"Sí"
1251655;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251655;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251655;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251656;1;1;"Central";"Hombre";"Estrato 2";"No";"No"
1251656;1;2;"Central";"Mujer";"Estrato 2";"No";"No"
1251656;1;3;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1251657;1;1;"Central";"Hombre";"Estrato 2";"No";"Sí"
1251657;1;2;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1251657;1;3;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251658;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251658;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251658;1;3;"Central";"Hombre";"Estrato 2";"No";"No"
1251659;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251659;1;2;"Central";"Hombre";"Estrato 2";NA;"No"
1251660;1;1;"Central";"Hombre";"Estrato 2";"No";"No"
1251660;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1251660;1;3;"Central";"Hombre";"Estrato 2";"No";"No"
1251660;1;4;"Central";"Hombre";"Estrato 2";"No";"Sí"
1251661;1;1;"Central";"Hombre";"Estrato 2";"No";"No"
1251661;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251662;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251662;1;2;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251663;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251663;1;2;"Central";"Hombre";"Estrato 2";"No";"Sí"
1251664;1;1;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251665;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1251665;1;2;"Central";"Hombre";"Estrato 2";"Sí";NA
1251666;1;1;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1251667;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251667;1;2;"Central";"Mujer";"Estrato 3";"No";"Sí"
1251667;1;3;"Central";"Hombre";"Estrato 3";"Sí";NA
1251668;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251668;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251669;1;1;"Central";"Mujer";"Estrato 3";"No";"No"
1251670;1;1;"Central";"Mujer";"Estrato 3";"No";"Sí"
1251670;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251670;1;3;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251670;1;4;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251671;1;1;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1251672;1;1;"Central";"Hombre";"Estrato 3";"No";"Sí"
1251673;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251674;1;1;"Central";"Hombre";"Estrato 3";"Sí";NA
1251675;1;1;"Central";"Hombre";"Estrato 3";"No";"No"
1251675;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251676;1;1;"Central";"Mujer";"Estrato 3";NA;"No"
1251676;1;2;"Central";"Hombre";"Estrato 3";"Sí";NA
1251676;1;3;"Central";"Hombre";"Estrato 3";"No";NA
1251677;1;1;"Central";"Hombre";"Estrato 3";NA;"No"
1251677;1;2;"Central";"Hombre";"Estrato 3";"Sí";NA
1251678;1;1;"Central";"Hombre";"Estrato 3";"No";"Sí"
1251679;1;1;"Caribe";"Mujer";"Ilegal - pirata";NA;"Sí"
1251679;1;2;"Caribe";"Hombre";"Ilegal - pirata";NA;"No"
1251680;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"Sí"
1251680;1;2;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251681;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251681;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251682;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"No"
1251683;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"Sí"
1251684;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
1251684;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1251685;1;1;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251685;1;2;"Caribe";"Hombre";"Ilegal - pirata";"No";"Sí"
1251686;1;1;"Caribe";"Mujer";"Ilegal - pirata";"No";NA
1251686;1;2;"Caribe";"Hombre";"Ilegal - pirata";"No";"No"
1251687;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"Sí"
1251687;1;2;"Caribe";"Mujer";"Ilegal - pirata";"No";"No"
1251688;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251688;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1251689;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1251689;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251690;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1251690;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1251690;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1251691;1;1;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251692;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251692;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1251693;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251693;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251693;1;5;"Caribe";"Mujer";"Estrato 1";"Sí";NA
1251693;1;9;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1251694;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251695;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"No"
1251695;1;2;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251696;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1251696;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1251697;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251697;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1251697;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251698;1;1;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251698;1;2;"Caribe";"Hombre";"Ilegal - pirata";NA;"Sí"
1251700;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251700;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251701;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"Sí"
1251701;1;2;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251702;1;1;"Caribe";"Hombre";"Ilegal - pirata";NA;"Sí"
1251702;1;2;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251702;1;3;"Caribe";"Hombre";"Ilegal - pirata";"No";"Sí"
1251703;1;1;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251703;1;2;"Caribe";"Hombre";"Ilegal - pirata";"Sí";"Sí"
1251703;1;3;"Caribe";"Mujer";"Ilegal - pirata";NA;"No"
1251704;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"No"
1251705;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"Sí"
1251705;1;2;"Caribe";"Mujer";"Ilegal - pirata";NA;"Sí"
1251705;1;3;"Caribe";"Hombre";"Ilegal - pirata";"No";"No"
1251706;1;1;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251707;1;1;"Caribe";"Mujer";"Ilegal - pirata";NA;"Sí"
1251707;1;2;"Caribe";"Hombre";"Ilegal - pirata";"No";"Sí"
1251708;1;1;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251708;1;2;"Caribe";"Hombre";"Ilegal - pirata";"No";"Sí"
1251709;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"No"
1251709;1;2;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251710;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"Sí"
1251710;1;2;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
1251711;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
1251711;1;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251712;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251713;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251713;1;4;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1251713;1;5;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1251714;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1251714;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1251715;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251715;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251715;1;5;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251716;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1251716;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1251717;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251718;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251718;1;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251718;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1251718;1;4;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251719;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251720;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
1251720;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
1251721;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251721;1;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251722;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251722;1;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251722;1;3;"Caribe";"Hombre";"Estrato 1";"No";NA
1251723;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1251723;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
1251723;1;3;"Caribe";"Mujer";"Estrato 1";"No";NA
1251724;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251724;1;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251724;1;3;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251724;1;4;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251725;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1251725;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251726;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251726;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
1251727;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251727;1;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251728;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251729;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1251850;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251850;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1251850;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1251852;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1251852;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1251853;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1251853;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";NA
1251860;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1251860;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1251860;1;3;"Caribe";"Mujer";"Estrato 1";"No";NA
1251861;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
1251862;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1251862;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1251863;1;1;"Caribe";"Hombre";"Estrato 2";NA;"No"
1251863;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1251863;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1251864;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
1251864;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1251868;1;1;"Caribe";"Hombre";"Estrato 3";"Sí";"No"
1251877;1;1;"Caribe";"Mujer";"Estrato 4";"Sí";"No"
1251878;1;1;"Caribe";"Mujer";"Estrato 4";"Sí";"Sí"
1251879;1;1;"Caribe";"Mujer";"Estrato 4";"Sí";"Sí"
1251879;1;2;"Caribe";"Mujer";"Estrato 4";"Sí";"Sí"
1251879;1;3;"Caribe";"Hombre";"Estrato 4";"Sí";"Sí"
1251882;1;1;"Caribe";"Mujer";"Estrato 5";"Sí";"Sí"
1251884;1;1;"Caribe";"Hombre";"Estrato 5";"Sí";"Sí"
1251884;1;2;"Caribe";"Mujer";"Estrato 5";"Sí";"Sí"
1251884;1;3;"Caribe";"Mujer";"Estrato 5";"Sí";"Sí"
1251886;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
1251887;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
1251888;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1251889;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
1251889;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1251890;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1251890;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1251892;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251893;1;1;"Caribe";"Mujer";"Ilegal - pirata";"No";NA
1251894;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1251894;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
1251895;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
1251895;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
1251896;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
1251896;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
1251897;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
1251897;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
1251898;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1251898;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
1251899;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
1251900;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1251901;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1251901;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1251902;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
1251902;1;2;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
1251903;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251904;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
1251905;1;1;"Caribe";"Mujer";"Estrato 4";NA;"Sí"
1251906;1;1;"Caribe";"Mujer";"Estrato 4";"Sí";"No"
1251906;1;2;"Caribe";"Hombre";"Estrato 4";"No";"Sí"
1251907;1;1;"Caribe";"Hombre";"Estrato 4";"Sí";"Sí"
1251907;1;2;"Caribe";"Mujer";"Estrato 4";"Sí";"Sí"
1251908;1;1;"Caribe";"Hombre";"Estrato 4";"Sí";"No"
1251909;1;1;"Caribe";"Mujer";"Estrato 4";NA;"Sí"
1251909;1;2;"Caribe";"Hombre";"Estrato 4";NA;"Sí"
1251910;1;1;"Caribe";"Mujer";"Estrato 4";"Sí";"Sí"
1251911;1;1;"Caribe";"Mujer";"Estrato 4";"No";NA
1251911;1;2;"Caribe";"Mujer";"Estrato 4";"No";"No"
1251912;1;1;"Caribe";"Hombre";"Estrato 4";"No";"No"
1251912;1;2;"Caribe";"Mujer";"Estrato 4";NA;"Sí"
1251913;1;1;"Caribe";"Hombre";"Estrato 4";"Sí";"No"
1251914;1;1;"Caribe";"Hombre";"Estrato 4";NA;"No"
1251915;1;1;"Caribe";"Hombre";"Estrato 4";"Sí";"No"
1251915;1;2;"Caribe";"Mujer";"Estrato 4";"No";"No"
1251916;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1251916;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
1251918;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251918;1;2;"Caribe";"Hombre";"Estrato 1";NA;"No"
1251918;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1251918;1;4;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251918;1;5;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251918;1;6;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1251918;1;7;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251919;1;1;"Caribe";"Hombre";"Estrato 3";NA;"Sí"
1251920;1;1;"Caribe";"Hombre";"Estrato 3";"Sí";NA
1251926;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1251926;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1251926;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";NA
1251926;1;4;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1251926;1;5;"Caribe";"Mujer";"Estrato 2";"No";NA
1251934;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
1251934;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1251935;1;1;"Caribe";"Mujer";"Estrato 1";NA;"No"
1251935;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1251935;1;3;"Caribe";"Hombre";"Estrato 1";NA;"No"
1251937;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251937;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1251937;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1251937;1;4;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1251939;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1251941;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
1251941;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1251942;1;1;"Caribe";"Hombre";"Estrato 3";NA;"Sí"
1251942;1;2;"Caribe";"Mujer";"Estrato 3";"Sí";"Sí"
1251942;1;3;"Caribe";"Mujer";"Estrato 3";"Sí";"Sí"
1251942;1;4;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
1251942;1;5;"Caribe";"Hombre";"Estrato 3";"Sí";"No"
